filepath,emotion,sentiment,transcription,true_sentiment,pred_sentiment
Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-01-02-02-08.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-02-01-01-08.wav,surprise,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-02-01-02-08.wav,surprise,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-02-02-01-08.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_08/03-01-08-02-02-02-08.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-01-01-01-01-09.wav,neutral,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-01-01-01-02-09.wav,neutral,neutral,kids were talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-01-01-02-01-09.wav,neutral,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-01-01-02-02-09.wav,neutral,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-01-01-01-09.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-01-01-02-09.wav,calm,satisfied,kids were talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-01-02-01-09.wav,calm,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-01-02-02-09.wav,calm,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-01-09.wav,calm,satisfied,kids ware talking by the tor,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-02-01-02-09.wav,calm,satisfied,kads are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-01-09.wav,calm,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-02-02-02-02-09.wav,calm,satisfied,dogs is sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-01-09.wav,happy,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-01-01-02-09.wav,happy,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-01-02-01-09.wav,happy,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-01-02-02-09.wav,happy,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-02-01-01-09.wav,happy,satisfied,kids here talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-02-01-02-09.wav,happy,satisfied,kids are talking by the dohor,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-02-02-01-09.wav,happy,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-03-02-02-02-09.wav,happy,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-04-01-01-01-09.wav,sad,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-04-01-01-02-09.wav,sad,unsatisfied,kids are tarking by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-04-01-02-01-09.wav,sad,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-04-01-02-02-09.wav,sad,unsatisfied,gorgs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-04-02-01-01-09.wav,sad,unsatisfied,its you're talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-04-02-01-02-09.wav,sad,unsatisfied,as are talking bit et to o,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-04-02-02-01-09.wav,sad,unsatisfied,toks are sitting by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-04-02-02-02-09.wav,sad,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-05-01-01-01-09.wav,angry,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-05-01-01-02-09.wav,angry,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-05-01-02-01-09.wav,angry,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-05-01-02-02-09.wav,angry,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-05-02-01-01-09.wav,angry,unsatisfied,kins are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-05-02-01-02-09.wav,angry,unsatisfied,gins are talking by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-05-02-02-01-09.wav,angry,unsatisfied,dogs are silling by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-05-02-02-02-09.wav,angry,unsatisfied,dogs are sirring by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-06-01-01-01-09.wav,fear,unsatisfied,kids were talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-06-01-01-02-09.wav,fear,unsatisfied,kids of talking by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-06-01-02-01-09.wav,fear,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-06-01-02-02-09.wav,fear,unsatisfied,doxs is sitting by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-06-02-01-01-09.wav,fear,unsatisfied,anso talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-06-02-01-02-09.wav,fear,unsatisfied,kinds are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-06-02-02-01-09.wav,fear,unsatisfied,don't you sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-06-02-02-02-09.wav,fear,unsatisfied,dartyo sitting by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-07-01-01-01-09.wav,disgust,unsatisfied,kens are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-07-01-01-02-09.wav,disgust,unsatisfied,kids are talking by the doger,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-07-01-02-01-09.wav,disgust,unsatisfied,argu sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-07-01-02-02-09.wav,disgust,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-07-02-01-01-09.wav,disgust,unsatisfied,gids are talking by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-07-02-01-02-09.wav,disgust,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-07-02-02-01-09.wav,disgust,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-07-02-02-02-09.wav,disgust,unsatisfied,darg ar sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-08-01-01-01-09.wav,surprise,neutral,kits are talking by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-08-01-01-02-09.wav,surprise,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-08-01-02-01-09.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-08-01-02-02-09.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-08-02-01-01-09.wav,surprise,neutral,kips i talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-08-02-01-02-09.wav,surprise,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-08-02-02-01-09.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_09/03-01-08-02-02-02-09.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-01-01-01-01-10.wav,neutral,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-01-01-01-02-10.wav,neutral,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-01-01-02-01-10.wav,neutral,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-01-01-02-02-10.wav,neutral,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-02-01-01-01-10.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-02-01-01-02-10.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-01-10.wav,calm,satisfied,doggs wer sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-02-01-02-02-10.wav,calm,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-02-02-01-01-10.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-02-02-01-02-10.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-01-10.wav,calm,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-02-02-02-02-10.wav,calm,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-01-10.wav,happy,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-01-01-02-10.wav,happy,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-01-10.wav,happy,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-01-02-02-10.wav,happy,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-01-10.wav,happy,satisfied,kads are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-02-01-02-10.wav,happy,satisfied,kits are talking by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-01-10.wav,happy,satisfied,dog ar sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-03-02-02-02-10.wav,happy,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-01-10.wav,sad,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-01-01-02-10.wav,sad,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-01-10.wav,sad,unsatisfied,dogs were sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-01-02-02-10.wav,sad,unsatisfied,dogs ir sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-01-10.wav,sad,unsatisfied,kins are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-02-01-02-10.wav,sad,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-01-10.wav,sad,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-04-02-02-02-10.wav,sad,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-01-10.wav,angry,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-01-01-02-10.wav,angry,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-01-10.wav,angry,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-01-02-02-10.wav,angry,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-01-10.wav,angry,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-02-01-02-10.wav,angry,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-01-10.wav,angry,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-05-02-02-02-10.wav,angry,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-01-10.wav,fear,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-01-01-02-10.wav,fear,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-01-10.wav,fear,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-01-02-02-10.wav,fear,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-01-10.wav,fear,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-02-01-02-10.wav,fear,unsatisfied,kid's are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-01-10.wav,fear,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-06-02-02-02-10.wav,fear,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-01-10.wav,disgust,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-01-01-02-10.wav,disgust,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-01-10.wav,disgust,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-01-02-02-10.wav,disgust,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-01-10.wav,disgust,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-02-01-02-10.wav,disgust,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-01-10.wav,disgust,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-07-02-02-02-10.wav,disgust,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-08-01-01-01-10.wav,surprise,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-08-01-01-02-10.wav,surprise,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-08-01-02-01-10.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-08-01-02-02-10.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-08-02-01-01-10.wav,surprise,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-08-02-01-02-10.wav,surprise,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-01-10.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_10/03-01-08-02-02-02-10.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-01-01-01-01-11.wav,neutral,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-01-01-01-02-11.wav,neutral,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-01-01-02-01-11.wav,neutral,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-01-01-02-02-11.wav,neutral,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-02-01-01-01-11.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-02-01-01-02-11.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-02-01-02-01-11.wav,calm,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-02-01-02-02-11.wav,calm,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-02-02-01-01-11.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-02-02-01-02-11.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-02-02-02-01-11.wav,calm,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-02-02-02-02-11.wav,calm,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-01-01-01-11.wav,happy,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-01-01-02-11.wav,happy,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-01-02-01-11.wav,happy,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-01-02-02-11.wav,happy,satisfied,dogs were sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-02-01-01-11.wav,happy,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-02-01-02-11.wav,happy,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-02-02-01-11.wav,happy,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-03-02-02-02-11.wav,happy,satisfied,dogs are sitting by the door,satisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-01-01-01-11.wav,sad,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-01-01-02-11.wav,sad,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-01-02-01-11.wav,sad,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-01-02-02-11.wav,sad,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-02-01-01-11.wav,sad,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-02-01-02-11.wav,sad,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-02-02-01-11.wav,sad,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-04-02-02-02-11.wav,sad,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-01-01-01-11.wav,angry,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-01-01-02-11.wav,angry,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-01-02-01-11.wav,angry,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-01-02-02-11.wav,angry,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-02-01-01-11.wav,angry,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-02-01-02-11.wav,angry,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-02-02-01-11.wav,angry,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-05-02-02-02-11.wav,angry,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-01-01-01-11.wav,fear,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-01-01-02-11.wav,fear,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-01-02-01-11.wav,fear,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-01-02-02-11.wav,fear,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-02-01-01-11.wav,fear,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-02-01-02-11.wav,fear,unsatisfied,kins are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-02-02-01-11.wav,fear,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-06-02-02-02-11.wav,fear,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-01-11.wav,disgust,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-01-01-02-11.wav,disgust,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-01-02-01-11.wav,disgust,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-01-02-02-11.wav,disgust,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-02-01-01-11.wav,disgust,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-02-01-02-11.wav,disgust,unsatisfied,kids are talking by the door,unsatisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-02-02-01-11.wav,disgust,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-07-02-02-02-11.wav,disgust,unsatisfied,dogs are sitting by the door,unsatisfied,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-08-01-01-01-11.wav,surprise,neutral,kints are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-08-01-01-02-11.wav,surprise,neutral,kits are talking by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-08-01-02-01-11.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-08-01-02-02-11.wav,surprise,neutral,dotor sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-08-02-01-01-11.wav,surprise,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-08-02-01-02-11.wav,surprise,neutral,kins are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-08-02-02-01-11.wav,surprise,neutral,dogter sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_11/03-01-08-02-02-02-11.wav,surprise,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_12/03-01-01-01-01-01-12.wav,neutral,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_12/03-01-01-01-01-02-12.wav,neutral,neutral,kids are talking by the door,neutral,satisfied
Ravdess/audio_speech_actors_01-24/Actor_12/03-01-01-01-02-01-12.wav,neutral,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_12/03-01-01-01-02-02-12.wav,neutral,neutral,dogs are sitting by the door,neutral,unsatisfied
Ravdess/audio_speech_actors_01-24/Actor_12/03-01-02-01-01-01-12.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
Ravdess/audio_speech_actors_01-24/Actor_12/03-01-02-01-01-02-12.wav,calm,satisfied,kids are talking by the door,satisfied,satisfied
